T96060000001	1A03_HUMAN
T96060028821	TRGV9_HUMAN
T96060028822	TRGV9_HUMAN
T96060028823	TRHDE_HUMAN
T96060028824	TRHDE_HUMAN
T96060028825	TRHY_HUMAN
T96060028826	TRHY_HUMAN
T96060028827	TRHY_HUMAN
T96060028828	TRH_HUMAN
T96060028829	TRH_HUMAN
T96060028830	TRH_HUMAN
T96060028831	TRI10_HUMAN
T96060028832	TRI10_HUMAN
T96060028833	TRI10_HUMAN
T96060028834	TRI11_HUMAN
T96060028835	TRI14_HUMAN
T96060028836	TRI15_HUMAN
T96060028837	TRI15_HUMAN
T96060028838	TRI17_HUMAN
T96060028839	TRI26_HUMAN
T96060028840	TRI26_HUMAN
T96060028841	TRI29_HUMAN
T96060028842	TRI31_HUMAN
T96060028843	TRI31_HUMAN
T96060028844	TRI34_HUMAN
T96060028845	TRI35_HUMAN
T96060028846	TRI35_HUMAN
T96060028847	TRI38_HUMAN
T96060028848	TRI38_HUMAN
T96060028849	TRI40_HUMAN
T96060028850	TRI42_HUMAN
T96060028851	TRI42_HUMAN
T96060028852	TRI42_HUMAN
T96060028853	TRI43_HUMAN
T96060028854	TRI43_HUMAN
T96060028855	TRI43_HUMAN
T96060028856	TRI44_HUMAN
T96060028857	TRI44_HUMAN
T96060028858	TRI45_HUMAN
T96060028859	TRI45_HUMAN
T96060028860	TRI46_HUMAN
T96060028861	TRI46_HUMAN
T96060028862	TRI46_HUMAN
T96060028863	TRI48_HUMAN
T96060028864	TRI48_HUMAN
T96060028865	TRI48_HUMAN
T96060028866	TRI49_HUMAN
T96060028867	TRI49_HUMAN
T96060028868	TRI50_HUMAN
T96060028869	TRI51_HUMAN
T96060028870	TRI51_HUMAN
T96060028871	TRI51_HUMAN
T96060028872	TRI52_HUMAN
T96060028873	TRI52_HUMAN
T96060028874	TRI54_HUMAN
T96060028875	TRI54_HUMAN
T96060028876	TRI54_HUMAN
T96060028877	TRI55_HUMAN
T96060028878	TRI55_HUMAN
T96060028879	TRI56_HUMAN
T96060028880	TRI56_HUMAN
T96060028881	TRI58_HUMAN
T96060028882	TRI58_HUMAN
T96060028883	TRI58_HUMAN
T96060028884	TRI59_HUMAN
T96060028885	TRI59_HUMAN
T96060028886	TRI60_HUMAN
T96060028887	TRI60_HUMAN
T96060028888	TRI60_HUMAN
T96060028889	TRI61_HUMAN
T96060028890	TRI61_HUMAN
T96060028891	TRI61_HUMAN
T96060028892	TRI63_HUMAN
T96060028893	TRI64_HUMAN
T96060028894	TRI64_HUMAN
T96060028895	TRI64_HUMAN
T96060028896	TRI65_HUMAN
T96060028897	TRI66_HUMAN
T96060028898	TRI66_HUMAN
T96060028899	TRI67_HUMAN
T96060028900	TRI67_HUMAN
T96060028901	TRI67_HUMAN
T96060028902	TRI69_HUMAN
T96060028903	TRI72_HUMAN
T96060028904	TRI72_HUMAN
T96060028905	TRI72_HUMAN
T96060028906	TRI73_HUMAN
T96060028907	TRI73_HUMAN
T96060028908	TRI74_HUMAN
T96060028909	TRI74_HUMAN
T96060028910	TRI75_HUMAN
T96060028911	TRI75_HUMAN
T96060028912	TRI77_HUMAN
T96060028913	TRI77_HUMAN
T96060028914	TRI77_HUMAN
T96060028915	TRIB2_HUMAN
T96060028916	TRIB2_HUMAN
T96060028917	TRIB3_HUMAN
T96060028918	TRIM2_HUMAN
T96060028919	TRIM2_HUMAN
T96060028920	TRIM3_HUMAN
T96060028921	TRIM3_HUMAN
T96060028922	TRIM3_HUMAN
T96060028923	TRIM4_HUMAN
T96060028924	TRIM7_HUMAN
T96060028925	TRIM7_HUMAN
T96060028926	TRIML_HUMAN
T96060028927	TRIML_HUMAN
T96060028928	TRIML_HUMAN
T96060028929	TRIMM_HUMAN
T96060028930	TRIMM_HUMAN
T96060028931	TRIMM_HUMAN
T96060028932	TRIO_HUMAN
T96060028933	TRIO_HUMAN
T96060028934	TRIO_HUMAN
T96060028935	TRIPB_HUMAN
T96060028936	TRIPB_HUMAN
T96060028937	TRIQK_HUMAN
T96060028938	TRIQK_HUMAN
T96060028939	TRIR_HUMAN
T96060028940	TRM11_HUMAN
T96060028941	TRM11_HUMAN
T96060028942	TRM13_HUMAN
T96060028943	TRM13_HUMAN
T96060028944	TRM13_HUMAN
T96060028945	TRM1L_HUMAN
T96060028946	TRM1L_HUMAN
T96060028947	TRM1_HUMAN
T96060028948	TRM1_HUMAN
T96060028949	TRM2A_HUMAN
T96060028950	TRM2A_HUMAN
T96060028951	TRM2_HUMAN
T96060028952	TRM2_HUMAN
T96060028953	TRM2_HUMAN
T96060028954	TRM44_HUMAN
T96060028955	TRM44_HUMAN
T96060028956	TRM44_HUMAN
T96060028957	TRM5_HUMAN
T96060028958	TRM61_HUMAN
T96060028959	TRM6_HUMAN
T96060028960	TRM7_HUMAN
T96060028961	TRM7_HUMAN
T96060028962	TRM9B_HUMAN
T96060028963	TRM9B_HUMAN
T96060028964	TRML1_HUMAN
T96060028965	TRML4_HUMAN
T96060028966	TRML4_HUMAN
T96060028967	TRMO_HUMAN
T96060028968	TRNK1_HUMAN
T96060028969	TRNK1_HUMAN
T96060028970	TRNK1_HUMAN
T96060028971	TRNP1_HUMAN
T96060028972	TRNP1_HUMAN
T96060028973	TRNP1_HUMAN
T96060028974	TROAP_HUMAN
T96060028975	TROAP_HUMAN
T96060028976	TROAP_HUMAN
T96060028977	TROP_HUMAN
T96060028978	TROP_HUMAN
T96060028979	TROP_HUMAN
T96060028980	TRPC5_HUMAN
T96060028981	TRPC7_HUMAN
T96060028982	TRPC7_HUMAN
T96060028983	TRPC7_HUMAN
T96060028984	TRPM1_HUMAN
T96060028985	TRPM3_HUMAN
T96060028986	TRPM5_HUMAN
T96060028987	TRPM5_HUMAN
T96060028988	TRPM5_HUMAN
T96060028989	TRPM6_HUMAN
T96060028990	TRPM6_HUMAN
T96060028991	TRPM7_HUMAN
T96060028992	TRPM7_HUMAN
T96060028993	TRPM8_HUMAN
T96060028994	TRPM8_HUMAN
T96060028995	TRPT1_HUMAN
T96060028996	TRPT1_HUMAN
T96060028997	TRPT1_HUMAN
T96060028998	TRPV3_HUMAN
T96060028999	TRUA_HUMAN
T96060029000	TRXR1_HUMAN
T96060029001	TRXR3_HUMAN
T96060029002	TRXR3_HUMAN
T96060029003	TRXR3_HUMAN
T96060029004	TRY1_HUMAN
T96060029005	TRY1_HUMAN
T96060029006	TRY6_HUMAN
T96060029007	TRY6_HUMAN
T96060029008	TRYB2_HUMAN
T96060029009	TRYB2_HUMAN
T96060029010	TRYD_HUMAN
T96060029011	TRYD_HUMAN
T96060029012	TRYD_HUMAN
T96060029013	TRYG1_HUMAN
T96060029014	TRYG1_HUMAN
T96060029015	TRYG1_HUMAN
T96060029016	TS1R1_HUMAN
T96060029017	TSACC_HUMAN
T96060029018	TSACC_HUMAN
T96060029019	TSAP1_HUMAN
T96060029020	TSAP1_HUMAN
T96060029021	TSAS2_HUMAN
T96060029022	TSAS2_HUMAN
T96060029023	TSAS2_HUMAN
T96060029024	TSBP1_HUMAN
T96060029025	TSBP1_HUMAN
T96060029026	TSCOT_HUMAN
T96060029027	TSCOT_HUMAN
T96060029028	TSCOT_HUMAN
T96060029029	TSEAR_HUMAN
T96060029030	TSEAR_HUMAN
T96060029031	TSG10_HUMAN
T96060029032	TSG10_HUMAN
T96060029033	TSG10_HUMAN
T96060029034	TSG13_HUMAN
T96060029035	TSG13_HUMAN
T96060029036	TSG13_HUMAN
T96060029037	TSG6_HUMAN
T96060029038	TSG6_HUMAN
T96060029039	TSH1_HUMAN
T96060029040	TSH1_HUMAN
T96060029041	TSH1_HUMAN
T96060029042	TSH2_HUMAN
T96060029043	TSH2_HUMAN
T96060029044	TSH2_HUMAN
T96060029045	TSHB_HUMAN
T96060029046	TSHB_HUMAN
T96060029047	TSHB_HUMAN
T96060029048	TSK_HUMAN
T96060029049	TSK_HUMAN
T96060029050	TSK_HUMAN
T96060029051	TSN10_HUMAN
T96060029052	TSN11_HUMAN
T96060029053	TSN11_HUMAN
T96060029054	TSN11_HUMAN
T96060029055	TSN12_HUMAN
T96060029056	TSN12_HUMAN
T96060029057	TSN12_HUMAN
T96060029058	TSN13_HUMAN
T96060029059	TSN13_HUMAN
T96060029060	TSN13_HUMAN
T96060029061	TSN16_HUMAN
T96060029062	TSN16_HUMAN
T96060029063	TSN16_HUMAN
T96060029064	TSN17_HUMAN
T96060029065	TSN18_HUMAN
T96060029066	TSN18_HUMAN
T96060029067	TSN18_HUMAN
T96060029068	TSN19_HUMAN
T96060029069	TSN19_HUMAN
T96060029070	TSN19_HUMAN
T96060029071	TSN1_HUMAN
T96060029072	TSN2_HUMAN
T96060029073	TSN2_HUMAN
T96060029074	TSN2_HUMAN
T96060029075	TSN31_HUMAN
T96060029076	TSN31_HUMAN
T96060029077	TSN31_HUMAN
T96060029078	TSN32_HUMAN
T96060029079	TSN32_HUMAN
T96060029080	TSN32_HUMAN
T96060029081	TSN3_HUMAN
T96060029082	TSN3_HUMAN
T96060029083	TSN6_HUMAN
T96060029084	TSN7_HUMAN
T96060029085	TSN7_HUMAN
T96060029086	TSN7_HUMAN
T96060029087	TSN8_HUMAN
T96060029088	TSN8_HUMAN
T96060029089	TSN9_HUMAN
T96060029090	TSN9_HUMAN
T96060029091	TSNA1_HUMAN
T96060029092	TSNA1_HUMAN
T96060029093	TSNA1_HUMAN
T96060029094	TSNAX_HUMAN
T96060029095	TSNAX_HUMAN
T96060029096	TSN_HUMAN
T96060029097	TSN_HUMAN
T96060029098	TSP3_HUMAN
T96060029099	TSPO2_HUMAN
T96060029100	TSPO2_HUMAN
T96060029101	TSPO2_HUMAN
T96060029102	TSPOB_HUMAN
T96060029103	TSPOB_HUMAN
T96060029104	TSPOB_HUMAN
T96060029105	TSPO_HUMAN
T96060029106	TSPO_HUMAN
T96060029107	TSPY1_HUMAN
T96060029108	TSPY1_HUMAN
T96060029109	TSPY1_HUMAN
T96060029110	TSPY2_HUMAN
T96060029111	TSPY2_HUMAN
T96060029112	TSPY2_HUMAN
T96060029113	TSPY3_HUMAN
T96060029114	TSPY3_HUMAN
T96060029115	TSPY3_HUMAN
T96060029116	TSPY4_HUMAN
T96060029117	TSPY4_HUMAN
T96060029118	TSPY4_HUMAN
T96060029119	TSPY8_HUMAN
T96060029120	TSPY8_HUMAN
T96060029121	TSPY8_HUMAN
T96060029122	TSPYA_HUMAN
T96060029123	TSPYA_HUMAN
T96060029124	TSPYA_HUMAN
T96060029125	TSR1_HUMAN
T96060029126	TSR1_HUMAN
T96060029127	TSR2_HUMAN
T96060029128	TSR2_HUMAN
T96060029129	TSR2_HUMAN
T96060029130	TSR3_HUMAN
T96060029131	TSR3_HUMAN
T96060029132	TSSC4_HUMAN
T96060029133	TSSC4_HUMAN
T96060029134	TSSC4_HUMAN
T96060029135	TSSK1_HUMAN
T96060029136	TSSK3_HUMAN
T96060029137	TSSK3_HUMAN
T96060029138	TSSK3_HUMAN
T96060029139	TSSK4_HUMAN
T96060029140	TSSP_HUMAN
T96060029141	TSSP_HUMAN
T96060029142	TSTD1_HUMAN
T96060029143	TSTD1_HUMAN
T96060029144	TSTD2_HUMAN
T96060029145	TSTD2_HUMAN
T96060029146	TSTD2_HUMAN
T96060029147	TSTD3_HUMAN
T96060029148	TSTD3_HUMAN
T96060029149	TSTD3_HUMAN
T96060029150	TSY26_HUMAN
T96060029151	TSY26_HUMAN
T96060029152	TSY26_HUMAN
T96060029153	TSYL1_HUMAN
T96060029154	TSYL2_HUMAN
T96060029155	TSYL4_HUMAN
T96060029156	TSYL4_HUMAN
T96060029157	TSYL4_HUMAN
T96060029158	TSYL5_HUMAN
T96060029159	TSYL5_HUMAN
T96060029160	TSYL6_HUMAN
T96060029161	TSYL6_HUMAN
T96060029162	TSYL6_HUMAN
T96060029163	TT21A_HUMAN
T96060029164	TT21A_HUMAN
T96060029165	TT21A_HUMAN
T96060029166	TT21B_HUMAN
T96060029167	TT23L_HUMAN
T96060029168	TT23L_HUMAN
T96060029169	TT23L_HUMAN
T96060029170	TT30A_HUMAN
T96060029171	TT30A_HUMAN
T96060029172	TT30A_HUMAN
T96060029173	TT30B_HUMAN
T96060029174	TT30B_HUMAN
T96060029175	TT30B_HUMAN
T96060029176	TT39A_HUMAN
T96060029177	TT39A_HUMAN
T96060029178	TT39A_HUMAN
T96060029179	TT39B_HUMAN
T96060029180	TT39B_HUMAN
T96060029181	TT39B_HUMAN
T96060029182	TT39C_HUMAN
T96060029183	TT39C_HUMAN
T96060029184	TT39C_HUMAN
T96060029185	TTBK1_HUMAN
T96060029186	TTC12_HUMAN
T96060029187	TTC12_HUMAN
T96060029188	TTC13_HUMAN
T96060029189	TTC13_HUMAN
T96060029190	TTC13_HUMAN
T96060029191	TTC14_HUMAN
T96060029192	TTC14_HUMAN
T96060029193	TTC14_HUMAN
T96060029194	TTC16_HUMAN
T96060029195	TTC16_HUMAN
T96060029196	TTC16_HUMAN
T96060029197	TTC17_HUMAN
T96060029198	TTC19_HUMAN
T96060029199	TTC1_HUMAN
T96060029200	TTC1_HUMAN
T96060029201	TTC22_HUMAN
T96060029202	TTC22_HUMAN
T96060029203	TTC22_HUMAN
T96060029204	TTC23_HUMAN
T96060029205	TTC23_HUMAN
T96060029206	TTC23_HUMAN
T96060029207	TTC24_HUMAN
T96060029208	TTC24_HUMAN
T96060029209	TTC24_HUMAN
T96060029210	TTC25_HUMAN
T96060029211	TTC25_HUMAN
T96060029212	TTC27_HUMAN
T96060029213	TTC27_HUMAN
T96060029214	TTC27_HUMAN
T96060029215	TTC29_HUMAN
T96060029216	TTC29_HUMAN
T96060029217	TTC29_HUMAN
T96060029218	TTC31_HUMAN
T96060029219	TTC31_HUMAN
T96060029220	TTC31_HUMAN
T96060029221	TTC32_HUMAN
T96060029222	TTC32_HUMAN
T96060029223	TTC32_HUMAN
T96060029224	TTC33_HUMAN
T96060029225	TTC33_HUMAN
T96060029226	TTC33_HUMAN
T96060029227	TTC34_HUMAN
T96060029228	TTC34_HUMAN
T96060029229	TTC34_HUMAN
T96060029230	TTC36_HUMAN
T96060029231	TTC36_HUMAN
T96060029232	TTC36_HUMAN
T96060029233	TTC37_HUMAN
T96060029234	TTC37_HUMAN
T96060029235	TTC38_HUMAN
T96060029236	TTC38_HUMAN
T96060029237	TTC41_HUMAN
T96060029238	TTC41_HUMAN
T96060029239	TTC41_HUMAN
T96060029240	TTC4_HUMAN
T96060029241	TTC4_HUMAN
T96060029242	TTC4_HUMAN
T96060029243	TTC5_HUMAN
T96060029244	TTC5_HUMAN
T96060029245	TTC6_HUMAN
T96060029246	TTC6_HUMAN
T96060029247	TTC6_HUMAN
T96060029248	TTC7A_HUMAN
T96060029249	TTC7A_HUMAN
T96060029250	TTC7B_HUMAN
T96060029251	TTC9A_HUMAN
T96060029252	TTC9A_HUMAN
T96060029253	TTC9A_HUMAN
T96060029254	TTC9B_HUMAN
T96060029255	TTC9B_HUMAN
T96060029256	TTC9B_HUMAN
T96060029257	TTC9C_HUMAN
T96060029258	TTC9C_HUMAN
T96060029259	TTC9C_HUMAN
T96060029260	TTF1_HUMAN
T96060029261	TTF1_HUMAN
T96060029262	TTF2_HUMAN
T96060029263	TTF2_HUMAN
T96060029264	TTHY_HUMAN
T96060029265	TTI1_HUMAN
T96060029266	TTI2_HUMAN
T96060029267	TTI2_HUMAN
T96060029268	TTK_HUMAN
T96060029269	TTK_HUMAN
T96060029270	TTL10_HUMAN
T96060029271	TTL10_HUMAN
T96060029272	TTL10_HUMAN
T96060029273	TTL11_HUMAN
T96060029274	TTL11_HUMAN
T96060029275	TTL11_HUMAN
T96060029276	TTL12_HUMAN
T96060029277	TTL12_HUMAN
T96060029278	TTL12_HUMAN
T96060029279	TTL13_HUMAN
T96060029280	TTL13_HUMAN
T96060029281	TTL13_HUMAN
T96060029282	TTLL1_HUMAN
T96060029283	TTLL1_HUMAN
T96060029284	TTLL1_HUMAN
T96060029285	TTLL2_HUMAN
T96060029286	TTLL2_HUMAN
T96060029287	TTLL2_HUMAN
T96060029288	TTLL3_HUMAN
T96060029289	TTLL4_HUMAN
T96060029290	TTLL4_HUMAN
T96060029291	TTLL4_HUMAN
T96060029292	TTLL5_HUMAN
T96060029293	TTLL6_HUMAN
T96060029294	TTLL6_HUMAN
T96060029295	TTLL7_HUMAN
T96060029296	TTLL8_HUMAN
T96060029297	TTLL8_HUMAN
T96060029298	TTLL8_HUMAN
T96060029299	TTLL9_HUMAN
T96060029300	TTLL9_HUMAN
T96060029301	TTLL9_HUMAN
T96060029302	TTMP_HUMAN
T96060029303	TTMP_HUMAN
T96060029304	TTMP_HUMAN
T96060029305	TTPAL_HUMAN
T96060029306	TTPAL_HUMAN
T96060029307	TTPA_HUMAN
T96060029308	TTPA_HUMAN
T96060029309	TTPA_HUMAN
T96060029310	TTY10_HUMAN
T96060029311	TTY10_HUMAN
T96060029312	TTY10_HUMAN
T96060029313	TTY12_HUMAN
T96060029314	TTY12_HUMAN
T96060029315	TTY12_HUMAN
T96060029316	TTY13_HUMAN
T96060029317	TTY13_HUMAN
T96060029318	TTY13_HUMAN
T96060029319	TTYH1_HUMAN
T96060029320	TTYH2_HUMAN
T96060029321	TTYH2_HUMAN
T96060029322	TTYH2_HUMAN
T96060029323	TUB_HUMAN
T96060029324	TUFT1_HUMAN
T96060029325	TUFT1_HUMAN
T96060029326	TUFT_HUMAN
T96060029327	TUFT_HUMAN
T96060029328	TUFT_HUMAN
T96060029329	TULP2_HUMAN
T96060029330	TULP2_HUMAN
T96060029331	TULP4_HUMAN
T96060029332	TULP4_HUMAN
T96060029333	TUSC1_HUMAN
T96060029334	TUSC1_HUMAN
T96060029335	TUSC1_HUMAN
T96060029336	TUSC2_HUMAN
T96060029337	TUSC2_HUMAN
T96060029338	TUSC2_HUMAN
T96060029339	TUTLA_HUMAN
T96060029340	TUTLA_HUMAN
T96060029341	TUTLA_HUMAN
T96060029342	TUTLB_HUMAN
T96060029343	TUTLB_HUMAN
T96060029344	TUTLB_HUMAN
T96060029345	TV23A_HUMAN
T96060029346	TV23A_HUMAN
T96060029347	TV23A_HUMAN
T96060029348	TV23B_HUMAN
T96060029349	TV23B_HUMAN
T96060029350	TV23B_HUMAN
T96060029351	TV23C_HUMAN
T96060029352	TV23C_HUMAN
T96060029353	TV23C_HUMAN
T96060029354	TV381_HUMAN
T96060029355	TV381_HUMAN
T96060029356	TV381_HUMAN
T96060029357	TV382_HUMAN
T96060029358	TV382_HUMAN
T96060029359	TV382_HUMAN
T96060029360	TVA10_HUMAN
T96060029361	TVA10_HUMAN
T96060029362	TVA10_HUMAN
T96060029363	TVA11_HUMAN
T96060029364	TVA11_HUMAN
T96060029365	TVA11_HUMAN
T96060029366	TVA12_HUMAN
T96060029367	TVA12_HUMAN
T96060029368	TVA12_HUMAN
T96060029369	TVA14_HUMAN
T96060029370	TVA14_HUMAN
T96060029371	TVA14_HUMAN
T96060029372	TVA16_HUMAN
T96060029373	TVA16_HUMAN
T96060029374	TVA16_HUMAN
T96060029375	TVA17_HUMAN
T96060029376	TVA17_HUMAN
T96060029377	TVA17_HUMAN
T96060029378	TVA18_HUMAN
T96060029379	TVA18_HUMAN
T96060029380	TVA18_HUMAN
T96060029381	TVA19_HUMAN
T96060029382	TVA19_HUMAN
T96060029383	TVA19_HUMAN
T96060029384	TVA20_HUMAN
T96060029385	TVA20_HUMAN
T96060029386	TVA20_HUMAN
T96060029387	TVA21_HUMAN
T96060029388	TVA21_HUMAN
T96060029389	TVA21_HUMAN
T96060029390	TVA22_HUMAN
T96060029391	TVA22_HUMAN
T96060029392	TVA22_HUMAN
T96060029393	TVA23_HUMAN
T96060029394	TVA23_HUMAN
T96060029395	TVA23_HUMAN
T96060029396	TVA24_HUMAN
T96060029397	TVA24_HUMAN
T96060029398	TVA24_HUMAN
T96060029399	TVA25_HUMAN
T96060029400	TVA25_HUMAN
T96060029401	TVA25_HUMAN
T96060029402	TVA27_HUMAN
T96060029403	TVA27_HUMAN
T96060029404	TVA27_HUMAN
T96060029405	TVA29_HUMAN
T96060029406	TVA29_HUMAN
T96060029407	TVA29_HUMAN
T96060029408	TVA2_HUMAN
T96060029409	TVA2_HUMAN
T96060029410	TVA2_HUMAN
T96060029411	TVA30_HUMAN
T96060029412	TVA30_HUMAN
T96060029413	TVA30_HUMAN
T96060029414	TVA34_HUMAN
T96060029415	TVA34_HUMAN
T96060029416	TVA34_HUMAN
T96060029417	TVA35_HUMAN
T96060029418	TVA35_HUMAN
T96060029419	TVA35_HUMAN
T96060029420	TVA36_HUMAN
T96060029421	TVA36_HUMAN
T96060029422	TVA36_HUMAN
T96060029423	TVA39_HUMAN
T96060029424	TVA39_HUMAN
T96060029425	TVA39_HUMAN
T96060029426	TVA3_HUMAN
T96060029427	TVA3_HUMAN
T96060029428	TVA3_HUMAN
T96060029429	TVA40_HUMAN
T96060029430	TVA40_HUMAN
T96060029431	TVA40_HUMAN
T96060029432	TVA41_HUMAN
T96060029433	TVA41_HUMAN
T96060029434	TVA41_HUMAN
T96060029435	TVA4_HUMAN
T96060029436	TVA4_HUMAN
T96060029437	TVA4_HUMAN
T96060029438	TVA5_HUMAN
T96060029439	TVA5_HUMAN
T96060029440	TVA5_HUMAN
T96060029441	TVA6_HUMAN
T96060029442	TVA6_HUMAN
T96060029443	TVA6_HUMAN
T96060029444	TVA7_HUMAN
T96060029445	TVA7_HUMAN
T96060029446	TVA7_HUMAN
T96060029447	TVA81_HUMAN
T96060029448	TVA81_HUMAN
T96060029449	TVA81_HUMAN
T96060029450	TVA82_HUMAN
T96060029451	TVA82_HUMAN
T96060029452	TVA82_HUMAN
T96060029453	TVA83_HUMAN
T96060029454	TVA83_HUMAN
T96060029455	TVA83_HUMAN
T96060029456	TVA84_HUMAN
T96060029457	TVA84_HUMAN
T96060029458	TVA84_HUMAN
T96060029459	TVA86_HUMAN
T96060029460	TVA86_HUMAN
T96060029461	TVA86_HUMAN
T96060029462	TVA91_HUMAN
T96060029463	TVA91_HUMAN
T96060029464	TVA91_HUMAN
T96060029465	TVA92_HUMAN
T96060029466	TVA92_HUMAN
T96060029467	TVA92_HUMAN
T96060029468	TVAL1_HUMAN
T96060029469	TVAL1_HUMAN
T96060029470	TVAL1_HUMAN
T96060029471	TVAL2_HUMAN
T96060029472	TVAL2_HUMAN
T96060029473	TVAL2_HUMAN
T96060029474	TVAL3_HUMAN
T96060029475	TVAL3_HUMAN
T96060029476	TVAL3_HUMAN
T96060029477	TVAM1_HUMAN
T96060029478	TVAM1_HUMAN
T96060029479	TVAM1_HUMAN
T96060029480	TVAM2_HUMAN
T96060029481	TVAM2_HUMAN
T96060029482	TVAM2_HUMAN
T96060029483	TVAZ1_HUMAN
T96060029484	TVAZ1_HUMAN
T96060029485	TVAZ1_HUMAN
T96060029486	TVAZ2_HUMAN
T96060029487	TVAZ2_HUMAN
T96060029488	TVAZ2_HUMAN
T96060029489	TVB13_HUMAN
T96060029490	TVB13_HUMAN
T96060029491	TVB13_HUMAN
T96060029492	TVB14_HUMAN
T96060029493	TVB14_HUMAN
T96060029494	TVB14_HUMAN
T96060029495	TVB16_HUMAN
T96060029496	TVB16_HUMAN
T96060029497	TVB16_HUMAN
T96060029498	TVB18_HUMAN
T96060029499	TVB18_HUMAN
T96060029500	TVB18_HUMAN
T96060029501	TVB19_HUMAN
T96060029502	TVB19_HUMAN
T96060029503	TVB19_HUMAN
T96060029504	TVB27_HUMAN
T96060029505	TVB27_HUMAN
T96060029506	TVB27_HUMAN
T96060029507	TVB28_HUMAN
T96060029508	TVB28_HUMAN
T96060029509	TVB28_HUMAN
T96060029510	TVB29_HUMAN
T96060029511	TVB29_HUMAN
T96060029512	TVB29_HUMAN
T96060029513	TVB2_HUMAN
T96060029514	TVB2_HUMAN
T96060029515	TVB2_HUMAN
T96060029516	TVB30_HUMAN
T96060029517	TVB30_HUMAN
T96060029518	TVB30_HUMAN
T96060029519	TVB31_HUMAN
T96060029520	TVB31_HUMAN
T96060029521	TVB31_HUMAN
T96060029522	TVB41_HUMAN
T96060029523	TVB41_HUMAN
T96060029524	TVB41_HUMAN
T96060029525	TVB42_HUMAN
T96060029526	TVB42_HUMAN
T96060029527	TVB42_HUMAN
T96060029528	TVB43_HUMAN
T96060029529	TVB43_HUMAN
T96060029530	TVB43_HUMAN
T96060029531	TVB51_HUMAN
T96060029532	TVB51_HUMAN
T96060029533	TVB51_HUMAN
T96060029534	TVB54_HUMAN
T96060029535	TVB54_HUMAN
T96060029536	TVB54_HUMAN
T96060029537	TVB55_HUMAN
T96060029538	TVB55_HUMAN
T96060029539	TVB55_HUMAN
T96060029540	TVB56_HUMAN
T96060029541	TVB56_HUMAN
T96060029542	TVB56_HUMAN
T96060029543	TVB58_HUMAN
T96060029544	TVB58_HUMAN
T96060029545	TVB58_HUMAN
T96060029546	TVB61_HUMAN
T96060029547	TVB61_HUMAN
T96060029548	TVB61_HUMAN
T96060029549	TVB62_HUMAN
T96060029550	TVB62_HUMAN
T96060029551	TVB62_HUMAN
T96060029552	TVB63_HUMAN
T96060029553	TVB63_HUMAN
T96060029554	TVB63_HUMAN
T96060029555	TVB64_HUMAN
T96060029556	TVB64_HUMAN
T96060029557	TVB64_HUMAN
T96060029558	TVB65_HUMAN
T96060029559	TVB65_HUMAN
T96060029560	TVB65_HUMAN
T96060029561	TVB66_HUMAN
T96060029562	TVB66_HUMAN
T96060029563	TVB66_HUMAN
T96060029564	TVB68_HUMAN
T96060029565	TVB68_HUMAN
T96060029566	TVB68_HUMAN
T96060029567	TVB69_HUMAN
T96060029568	TVB69_HUMAN
T96060029569	TVB69_HUMAN
T96060029570	TVB72_HUMAN
T96060029571	TVB72_HUMAN
T96060029572	TVB72_HUMAN
T96060029573	TVB74_HUMAN
T96060029574	TVB74_HUMAN
T96060029575	TVB74_HUMAN
T96060029576	TVB76_HUMAN
T96060029577	TVB76_HUMAN
T96060029578	TVB76_HUMAN
T96060029579	TVB77_HUMAN
T96060029580	TVB77_HUMAN
T96060029581	TVB77_HUMAN
T96060029582	TVB78_HUMAN
T96060029583	TVB78_HUMAN
T96060029584	TVB78_HUMAN
T96060029585	TVB79_HUMAN
T96060029586	TVB79_HUMAN
T96060029587	TVB79_HUMAN
T96060029588	TVB9_HUMAN
T96060029589	TVB9_HUMAN
T96060029590	TVB9_HUMAN
T96060029591	TVBJ1_HUMAN
T96060029592	TVBJ1_HUMAN
T96060029593	TVBJ1_HUMAN
T96060029594	TVBJ2_HUMAN
T96060029595	TVBJ2_HUMAN
T96060029596	TVBJ2_HUMAN
T96060029597	TVBJ3_HUMAN
T96060029598	TVBJ3_HUMAN
T96060029599	TVBJ3_HUMAN
T96060029600	TVBK1_HUMAN
T96060029601	TVBK1_HUMAN
T96060029602	TVBK1_HUMAN
T96060029603	TVBK2_HUMAN
T96060029604	TVBK2_HUMAN
T96060029605	TVBK2_HUMAN
T96060029606	TVBK3_HUMAN
T96060029607	TVBK3_HUMAN
T96060029608	TVBK3_HUMAN
T96060029609	TVBL3_HUMAN
T96060029610	TVBL3_HUMAN
T96060029611	TVBL3_HUMAN
T96060029612	TVBL4_HUMAN
T96060029613	TVBL4_HUMAN
T96060029614	TVBL4_HUMAN
T96060029615	TVBL5_HUMAN
T96060029616	TVBL5_HUMAN
T96060029617	TVBL5_HUMAN
T96060029618	TVBT1_HUMAN
T96060029619	TVBT1_HUMAN
T96060029620	TVBT1_HUMAN
T96060029621	TVBX1_HUMAN
T96060029622	TVBX1_HUMAN
T96060029623	TVBX1_HUMAN
T96060029624	TVBY1_HUMAN
T96060029625	TVBY1_HUMAN
T96060029626	TVBY1_HUMAN
T96060029627	TWSG1_HUMAN
T96060029628	TWST2_HUMAN
